gap_between_6star,LimitedBanner(6+0),SpecialBanner(6),SpecialBanner(1),LimitedBanner(1+0),StandardBanner(1+0)
55,664,440,22,58,51
52,432,377,2,262,19
61,651,460,15,43,253
53,680,740,132,162,51
41,597,312,17,184,21
40,413,333,111,672,62
15,415,243,5,181,243
37,892,388,71,42,85
40,355,628,39,191,29
18,332,452,58,39,37
50,640,286,19,84,110
59,330,303,50,58,152
13,473,329,81,119,24
55,499,419,114,211,45
18,327,363,194,124,46
63,635,424,84,84,30
10,547,272,101,195,111
53,755,741,68,46,16
11,695,349,40,27,58
45,782,191,22,120,77
33,612,112,4,201,66
59,459,458,17,27,188
22,1100,686,105,330,114
53,619,327,74,59,81
7,796,382,3,249,9
68,345,470,57,6,7
23,582,469,69,300,20
55,580,313,78,152,183
64,900,322,18,2,45
18,753,538,52,118,78
31,932,553,58,53,54
29,408,477,20,369,78
8,279,344,39,55,9
31,916,465,196,72,66
53,475,537,56,3,79
59,358,577,51,196,11
6,342,566,3,13,57
53,1192,187,55,28,9
8,828,245,22,100,58
36,807,447,50,314,164
53,480,531,16,58,2
56,648,399,53,100,62
26,841,353,86,20,171
12,1072,487,57,138,13
20,531,358,46,84,55
9,353,579,54,121,8
63,573,289,33,100,47
65,672,221,15,112,45
49,383,391,7,40,92
10,660,334,54,190,154
42,227,323,59,60,163
18,676,392,47,17,70
3,1072,311,62,3,27
55,354,308,122,64,42
58,330,344,64,88,24
53,546,227,171,45,57
55,655,239,58,55,19
23,460,341,204,54,16
57,333,292,61,380,56
60,727,443,56,65,26
13,619,440,33,79,26
27,872,497,35,31,94
2,770,135,57,171,69
55,572,174,77,9,67
20,673,398,55,111,31
57,1080,303,4,52,91
25,347,528,43,131,123
3,672,252,60,13,79
61,266,332,185,72,3
14,573,489,56,62,17
1,161,372,60,43,110
11,628,419,120,76,29
62,696,616,21,312,306
53,356,309,184,225,65
66,614,473,11,93,48
9,305,261,58,243,25
2,573,389,53,52,76
25,472,497,62,70,48
15,977,302,11,58,36
65,792,418,11,7,156
47,776,654,118,145,55
14,749,350,20,58,79
55,378,382,59,61,97
19,401,473,51,63,36
65,611,273,45,59,56
56,365,302,114,7,172
44,228,206,19,141,29
55,878,340,30,60,20
45,600,260,174,56,26
61,854,307,107,160,52
58,529,406,91,34,34
35,414,252,8,29,80
6,906,367,57,4,64
12,1239,296,11,57,57
14,442,286,1,114,75
35,884,444,35,9,210
48,414,337,86,41,80
22,781,316,30,61,146
53,508,179,115,212,4
25,571,552,114,115,30
30,509,447,38,36,121
49,865,431,62,66,81
57,583,416,135,211,41
27,297,290,20,15,53
11,575,479,55,46,91
60,879,299,150,183,33
8,929,572,52,103,83
6,489,516,121,52,138
64,325,390,6,36,58
65,810,629,51,80,20
20,934,389,59,330,31
43,1114,439,3,388,21
35,583,303,19,24,97
6,916,385,51,11,121
6,386,301,35,65,145
61,431,282,181,24,91
5,271,267,7,76,18
49,591,364,29,176,61
57,655,280,179,107,110
37,620,470,74,92,102
5,609,439,17,58,29
50,581,384,54,18,118
17,944,603,62,139,105
22,521,241,1,31,39
54,370,187,37,345,48
4,476,372,108,55,39
39,1330,509,9,166,86
16,761,405,64,300,13
17,520,365,18,217,170
46,262,341,28,49,127
29,650,460,102,21,52
50,906,430,57,354,38
56,864,487,24,79,110
54,826,387,15,51,124
4,610,342,7,67,67
30,534,300,10,46,54
60,409,489,118,20,204
59,636,377,21,93,6
40,514,470,52,67,66
9,966,230,89,49,55
16,650,426,106,124,5
4,1155,360,3,15,82
56,509,326,9,103,55
23,473,390,58,33,244
24,622,407,52,34,113
13,683,312,87,75,9
31,199,495,53,57,161
62,713,348,4,54,72
17,555,505,93,112,124
9,461,364,34,91,62
35,633,444,12,86,295
38,571,475,26,91,44
11,901,311,5,164,94
18,525,517,62,122,94
61,787,719,177,81,58
31,833,517,54,9,42
3,1104,454,26,67,64
25,456,704,150,209,138
13,840,259,124,142,92
36,488,500,54,3,2
20,476,425,56,126,66
9,635,223,100,20,63
3,416,355,116,73,109
12,747,363,38,23,61
39,471,548,22,32,67
56,1506,225,113,79,49
2,607,316,68,69,3
55,595,416,23,113,72
14,397,390,53,60,50
45,649,461,123,105,7
30,595,410,101,31,131
38,296,519,153,300,59
13,328,408,59,75,51
10,351,422,35,109,17
8,408,519,65,110,11
62,986,560,55,52,109
55,405,254,60,145,74
63,379,366,53,32,188
49,659,314,41,70,102
58,373,470,170,54,24
12,513,345,63,19,21
27,460,238,56,129,160
54,714,317,71,55,21
62,581,243,103,85,37
11,343,432,128,378,62
29,663,761,62,87,58
33,511,347,110,56,15
23,825,591,104,29,114
7,295,366,7,160,165
36,422,327,111,366,55
55,522,147,53,65,68
18,627,399,154,88,64
50,556,477,16,41,58
61,604,268,10,76,96
20,780,414,53,195,58
55,420,367,39,46,44
6,266,649,13,174,191
58,602,318,158,62,106
7,691,323,33,98,111
24,776,266,69,75,52
34,513,457,27,92,8
10,799,352,50,80,70
9,543,251,49,27,81
17,443,284,9,255,3
32,588,358,44,89,29
63,534,369,56,33,78
50,744,383,6,94,80
57,589,495,62,224,158
26,749,350,154,79,16
1,189,534,38,27,58
52,801,262,65,38,71
12,869,526,6,306,61
54,541,338,58,56,89
14,785,378,87,23,36
47,494,590,116,230,33
3,481,493,60,2,64
57,795,261,97,41,7
54,376,212,51,6,97
26,593,475,26,38,37
36,409,341,146,9,85
61,302,285,68,305,2
15,342,325,35,113,146
45,186,542,130,173,17
39,353,387,68,48,54
21,349,274,40,171,108
24,671,434,154,38,16
57,864,393,3,31,39
42,714,433,56,121,261
17,572,345,17,136,1
56,814,478,118,116,52
58,668,538,18,57,111
38,556,300,27,156,60
1,977,339,57,149,20
56,806,305,42,285,73
22,683,438,27,31,46
37,762,722,3,118,115
33,676,641,110,131,2
1,597,294,68,57,18
40,934,416,58,56,4
36,520,524,172,52,13
57,522,393,85,50,50
63,849,284,55,53,43
55,726,427,79,88,128
4,726,446,62,180,55
59,574,592,44,63,51
10,555,198,48,82,3
62,517,402,113,39,106
16,794,585,60,67,65
18,564,291,26,73,14
29,778,739,67,303,19
55,767,194,110,118,140
54,676,237,117,25,80
5,695,423,13,227,59
48,882,512,53,1,26
25,946,449,48,156,116
42,406,402,117,147,215
64,983,353,25,79,63
15,870,653,152,85,58
14,550,345,37,109,68
60,693,339,64,84,4
55,445,348,41,53,6
54,556,358,38,17,51
5,339,283,30,45,28
60,703,325,72,55,35
7,491,397,32,21,9
7,743,308,72,74,46
1,515,339,50,9,2
62,676,344,45,112,59
54,616,180,56,280,46
67,840,618,159,99,3
57,755,333,8,47,56
61,515,273,186,18,120
5,963,372,160,121,59
6,420,496,27,65,22
3,1246,440,108,127,13
52,712,255,20,41,28
12,896,423,61,164,99
33,770,459,65,246,117
32,513,348,74,63,61
54,634,434,66,114,61
48,298,470,201,24,59
61,542,361,121,44,106
57,963,331,117,14,69
6,464,173,52,61,29
56,369,663,40,47,51
13,644,356,6,420,115
32,533,227,115,3,61
15,494,484,24,54,63
58,325,217,5,11,56
32,565,532,110,27,58
5,547,522,27,118,86
5,752,449,64,103,11
61,549,251,77,54,14
60,714,359,39,3,59
12,628,392,81,218,95
26,407,357,51,85,52
11,925,520,133,116,1
60,518,374,78,54,107
34,521,474,117,116,21
62,535,408,13,61,108
7,343,319,72,7,44
63,503,423,169,162,221
65,304,306,122,58,7
53,803,855,70,57,311
58,798,481,78,59,38
46,635,449,64,403,3
59,402,441,18,138,38
61,351,431,58,48,66
48,854,423,113,112,12
42,310,328,89,42,247
51,534,523,20,49,13
6,942,278,168,139,54
13,618,450,67,150,14
43,469,475,31,20,59
34,369,307,62,158,56
25,531,273,123,6,9
64,698,301,94,99,68
59,427,380,4,115,57
60,615,408,79,3,88
41,379,356,64,107,6
25,634,198,40,205,11
56,749,392,6,237,177
62,395,484,82,18,62
17,621,249,11,118,16
15,360,458,51,147,48
22,552,333,80,52,43
21,745,451,12,9,34
13,536,327,8,153,35
61,465,439,54,5,140
13,455,358,129,13,67
34,854,256,108,74,14
18,236,383,60,3,19
64,398,512,172,90,102
56,649,456,107,64,61
18,665,156,6,60,57
3,255,212,54,48,143
10,635,344,151,77,54
17,562,568,22,54,40
31,620,221,150,94,140
62,722,330,59,73,48
15,421,414,66,21,106
26,703,518,50,41,129
39,582,512,161,19,51
56,1212,333,52,82,10
55,506,344,201,39,91
40,404,468,49,206,76
36,360,372,44,120,76
55,1051,224,38,46,20
4,318,454,88,105,61
14,364,625,62,180,67
56,569,342,76,169,95
59,239,116,153,50,12
26,372,307,2,54,57
39,980,423,154,57,38
48,664,438,49,96,82
56,312,494,49,113,232
32,567,300,51,59,23
39,506,332,111,19,114
31,687,390,59,15,62
18,512,398,16,97,52
10,426,345,54,17,114
29,602,150,109,89,38
17,641,555,87,56,133
13,541,262,114,49,125
29,420,260,121,235,74
20,1146,340,166,90,61
21,840,316,28,156,127
62,678,261,174,99,25
25,388,377,28,84,83
27,914,267,2,290,37
62,560,165,25,6,6
58,481,404,29,24,127
40,1098,445,58,14,57
55,401,311,31,266,57
16,478,570,193,129,57
66,389,521,175,22,69
58,871,206,115,12,33
6,555,389,154,69,194
11,754,318,31,57,24
38,304,296,73,13,47
7,596,229,1,175,99
50,456,553,15,58,59
27,648,510,150,9,2
62,388,501,88,45,148
6,398,255,152,180,72
12,569,248,42,6,62
18,645,435,58,54,11
23,564,512,36,97,110
30,383,366,101,161,165
22,396,457,15,1,2
63,777,221,13,53,55
52,580,734,20,155,116
62,678,478,66,57,70
5,535,617,95,45,38
6,764,152,27,62,56
55,984,482,86,56,65
49,645,560,15,54,55
54,310,305,19,32,17
67,386,352,7,62,67
17,432,454,49,108,150
18,820,377,16,54,146
55,611,299,51,195,98
31,294,264,19,119,92
6,241,302,187,84,73
9,499,479,64,59,133
20,938,480,54,2,35
23,485,312,21,13,75
31,560,414,62,177,60
1,426,459,183,42,5
18,663,333,61,58,9
26,891,297,85,294,56
15,1024,570,29,48,22
37,569,399,37,336,63
1,293,376,110,21,59
22,524,319,152,165,64
2,309,214,25,56,61
9,835,494,45,241,10
20,967,450,46,66,29
55,256,445,30,34,11
28,705,290,111,321,58
54,647,332,16,163,91
11,370,334,58,106,99
7,514,255,77,2,60
15,197,568,66,272,59
15,554,366,162,300,250
17,433,519,27,70,67
19,376,387,114,25,54
25,448,401,81,51,62
6,886,423,9,19,94
56,480,273,7,74,55
54,440,395,20,323,3
57,695,526,183,1,18
22,443,473,46,23,62
57,722,268,78,39,58
46,647,315,54,155,52
2,300,393,78,106,18
58,703,254,9,18,137
42,387,292,66,231,61
61,604,315,79,16,139
67,299,357,11,77,53
73,381,272,57,16,50
24,291,371,9,71,59
3,639,381,58,29,1
28,666,601,151,135,16
47,523,273,14,85,139
5,563,637,2,58,252
56,757,298,62,78,43
58,528,285,151,19,51
34,489,324,21,170,58
18,718,528,13,62,31
63,983,547,55,86,126
17,621,413,8,22,37
23,395,342,47,94,8
12,614,224,45,108,38
58,681,372,92,6,28
5,649,308,154,64,136
37,666,361,164,132,193
20,545,403,71,54,61
13,542,314,27,74,47
23,709,781,42,51,7
59,844,668,24,13,13
50,535,342,57,165,62
50,635,548,19,59,10
53,842,288,16,37,56
5,383,231,56,80,20
61,308,381,26,238,143
58,684,404,26,64,59
19,501,475,94,45,147
57,421,422,69,59,314
33,643,513,67,178,9
63,408,454,31,60,36
16,302,368,91,66,42
55,365,372,123,128,93
57,1028,543,79,56,98
70,1022,408,3,33,86
40,459,386,17,130,55
44,233,345,110,10,29
31,547,926,29,14,65
56,519,261,157,16,39
1,729,280,150,55,61
6,351,294,65,178,57
6,360,463,48,18,205
21,458,452,25,11,193
55,532,312,76,53,1
54,357,476,48,63,65
43,320,520,36,32,52
58,298,620,156,40,31
49,348,564,135,93,7
55,579,399,97,8,81
7,388,612,36,81,94
5,574,336,56,50,111
2,800,615,159,175,139
28,469,486,14,254,108
53,643,237,29,147,14
61,786,401,20,51,75
56,681,258,26,117,20
20,623,343,52,15,72
41,606,347,34,59,11
40,491,268,80,53,64
58,1104,344,64,12,24
62,556,278,57,231,13
10,316,397,75,19,66
4,863,430,153,1,9
5,878,461,58,44,56
62,515,454,80,81,91
11,234,299,146,108,62
22,1097,194,4,1,43
3,326,646,30,183,20
54,653,264,121,190,35
10,443,405,81,91,6
3,632,399,41,73,163
3,556,352,53,188,34
1,295,381,91,75,7
7,928,332,33,4,7
22,304,543,83,9,62
63,282,234,138,17,1
45,620,383,58,167,68
56,502,247,20,172,60
55,704,486,31,29,13
30,927,231,21,110,42
25,525,537,97,36,71
42,367,660,121,84,28
56,1388,382,145,2,56
13,525,535,91,117,31
50,456,303,18,62,68
55,819,229,61,56,6
35,661,386,110,38,63
55,652,620,102,97,27
7,1277,297,29,3,55
39,469,376,118,92,60
51,779,412,105,181,31
57,507,596,39,93,131
28,578,208,48,123,69
4,694,405,39,7,12
7,383,463,86,99,62
14,285,533,13,47,117
69,565,620,170,14,60
15,698,212,128,57,62
57,495,411,52,13,59
61,517,477,38,123,27
20,623,366,110,25,16
6,408,320,124,187,65
18,805,590,67,49,84
63,520,426,54,85,50
25,768,414,204,129,64
20,663,414,7,74,33
34,972,521,66,67,43
29,535,334,55,119,53
50,810,892,5,48,111
58,302,283,82,12,34
4,784,388,55,340,26
23,678,398,189,249,56
10,349,601,56,72,24
64,547,456,113,133,92
62,365,347,9,82,103
8,440,263,161,3,63
52,217,405,73,114,14
51,661,393,124,127,14
1,612,689,62,203,163
19,530,462,195,84,245
31,563,350,101,68,125
52,315,242,44,253,53
59,538,421,94,53,1
36,820,390,94,102,31
27,572,361,58,186,46
1,324,420,42,120,17
11,560,237,64,119,4
32,812,643,138,38,65
25,638,224,92,56,130
59,627,419,2,106,2
3,503,150,66,115,35
61,587,345,63,116,6
42,502,267,109,135,201
27,286,356,61,60,197
2,409,281,67,122,17
57,655,363,49,157,27
13,620,362,3,264,42
14,519,467,72,67,29
49,556,421,50,25,97
62,658,702,7,189,22
33,493,360,131,71,3
3,449,336,59,37,116
59,404,378,51,34,10
52,729,197,17,221,11
57,1025,357,11,39,55
25,856,317,109,10,6
7,807,463,74,59,123
15,740,547,188,10,33
55,282,358,103,61,7
53,966,255,24,255,55
59,173,403,21,91,119
55,472,261,160,17,48
57,290,486,22,107,172
52,800,300,37,72,49
51,1115,280,62,7,137
44,599,166,58,24,64
60,419,415,15,54,61
60,456,607,114,11,26
44,710,450,165,121,70
4,653,369,55,59,94
26,490,192,68,91,124
57,647,506,64,171,74
2,467,489,58,172,1
35,236,519,96,28,57
15,727,172,58,181,65
1,1000,508,44,281,22
24,503,306,191,121,108
18,763,578,107,596,171
36,620,330,111,143,68
54,492,360,52,3,55
7,494,442,8,122,55
60,366,494,70,8,163
6,601,378,81,79,58
55,567,385,3,158,2
59,746,403,29,116,159
2,458,328,78,377,9
12,440,517,80,155,58
20,373,400,158,18,22
61,331,368,17,135,156
60,802,225,58,55,122
61,744,422,71,212,116
58,350,530,61,42,70
23,901,243,89,156,54
9,613,236,36,97,93
40,648,282,33,190,4
7,465,192,64,126,11
52,1175,548,7,122,71
4,462,397,97,78,85
69,281,221,37,46,29
1,727,197,85,82,113
12,516,311,2,127,61
49,654,480,146,80,8
8,500,594,17,62,101
9,596,245,54,192,2
10,424,383,108,55,67
61,289,400,16,37,16
27,382,193,39,528,88
1,444,259,202,233,90
54,697,396,60,83,8
5,486,457,1,236,285
10,464,453,52,57,39
54,1191,433,111,83,65
30,934,254,60,70,54
8,617,78,20,282,65
15,673,383,73,180,49
17,530,395,46,28,109
7,644,755,115,131,114
12,509,351,2,2,54
36,574,398,18,18,317
20,701,439,4,130,28
16,725,444,13,59,100
12,362,199,50,81,24
58,204,312,43,195,57
54,542,706,128,231,83
4,674,332,55,392,119
10,720,297,51,64,46
29,124,421,3,63,61
1,933,427,106,175,18
5,732,626,65,361,4
17,880,270,14,18,186
58,651,469,19,209,14
10,471,205,140,50,148
53,498,525,80,91,29
37,828,386,59,130,36
22,346,415,26,101,40
18,484,350,116,2,162
57,582,488,191,55,107
52,762,346,25,254,236
55,441,323,63,77,41
8,555,213,58,115,11
26,487,373,68,58,133
54,525,397,4,138,27
39,1244,537,6,111,12
56,752,397,51,129,80
39,405,427,28,60,15
16,680,400,35,11,3
55,598,368,9,126,62
57,570,210,46,31,240
55,813,494,2,95,55
23,412,451,59,218,89
37,716,457,46,54,204
55,377,402,3,59,135
5,435,427,56,82,129
7,253,428,120,60,28
36,307,268,59,95,106
5,630,642,22,304,88
11,728,462,13,55,46
60,662,451,28,55,58
30,717,190,99,20,42
58,1067,317,117,93,20
44,609,378,61,18,125
9,617,368,61,2,16
12,492,395,59,59,106
12,517,383,106,25,91
27,637,431,69,20,55
52,439,297,29,136,247
24,414,471,51,83,1
66,698,353,115,55,6
26,812,283,61,20,63
52,539,771,63,148,169
57,391,249,56,163,63
44,643,345,58,155,146
4,274,481,86,28,19
63,619,401,11,87,11
45,547,250,14,46,72
3,387,390,59,46,31
52,550,515,95,136,200
57,1091,337,52,128,106
3,645,444,1,22,53
45,624,297,107,59,145
12,560,141,21,50,28
26,358,422,108,85,50
6,790,382,44,713,60
25,856,434,197,62,168
23,490,147,25,1,32
57,287,328,7,25,216
51,630,324,167,40,66
58,739,496,145,52,49
52,344,339,37,123,5
14,490,403,3,178,34
6,618,618,38,133,130
55,290,708,66,16,65
57,855,402,12,185,53
6,321,490,192,59,126
12,376,419,56,43,122
24,607,575,13,136,63
11,704,453,54,142,5
52,452,397,14,56,56
8,838,187,59,59,88
10,611,393,56,25,32
3,879,332,9,16,21
11,398,486,68,102,28
49,300,550,57,98,99
51,386,725,88,216,33
33,741,278,6,242,5
53,560,257,11,58,8
13,706,400,177,209,27
13,473,411,63,60,27
45,556,580,16,49,36
61,1403,357,48,85,192
4,661,337,43,62,70
49,629,339,34,175,114
30,636,334,35,167,12
57,558,368,140,26,54
9,637,395,67,295,64
32,866,460,14,54,123
13,478,429,19,66,57
12,1015,471,102,17,11
30,769,257,61,31,91
16,412,369,57,210,55
67,398,640,143,4,6
31,1302,285,54,155,15
53,313,568,40,16,179
8,444,219,140,3,114
56,518,308,48,100,90
65,368,393,106,161,61
5,617,438,129,119,65
14,276,332,51,159,2
39,570,435,10,249,44
38,454,475,91,51,59
51,601,249,76,98,109
62,647,414,76,47,52
8,306,445,20,52,170
42,368,438,61,2,47
54,275,380,67,188,37
52,646,287,95,120,19
14,473,401,12,5,17
63,660,334,57,51,11
19,1114,462,38,69,5
46,765,409,82,18,142
3,640,523,159,180,64
1,473,410,74,39,98
59,631,509,23,63,56
11,1145,697,114,112,109
57,235,562,62,113,80
58,598,640,52,327,56
2,662,250,114,121,16
34,592,399,38,63,71
9,451,755,133,41,97
15,530,332,125,98,44
3,633,339,74,166,61
10,452,338,61,178,96
17,446,394,127,86,121
23,613,565,25,181,114
8,417,338,83,27,6
2,570,509,37,12,126
38,692,415,6,64,46
56,442,524,127,187,114
67,612,244,57,63,62
53,798,365,57,40,232
62,579,342,57,57,93
22,640,527,69,144,49
52,519,377,33,184,68
6,732,267,194,51,52
25,326,542,25,163,40
6,254,441,47,78,216
19,527,442,99,567,71
47,420,427,59,63,31
58,474,742,2,56,54
34,520,420,148,75,8
3,495,463,72,54,53
3,228,435,62,224,4
20,398,452,11,91,99
44,650,337,110,53,24
8,657,317,165,30,40
1,572,399,3,12,52
8,481,251,55,1,100
16,522,479,116,5,76
58,689,514,70,180,56
45,376,441,38,77,4
52,502,364,56,51,118
58,530,364,65,255,22
8,320,548,55,89,85
3,477,442,17,96,63
36,688,366,67,6,58
54,1015,365,150,37,33
9,477,372,147,146,76
4,362,547,98,169,52
60,1009,261,92,126,100
57,580,249,73,468,17
38,756,288,133,130,56
20,345,385,35,34,68
55,578,425,75,162,9
9,505,425,60,29,38
30,1108,302,5,80,60
9,459,529,9,8,112
59,501,535,56,214,118
52,504,443,22,241,29
1,609,449,63,159,87
12,343,433,59,60,14
54,467,355,64,25,57
56,585,288,61,142,74
13,849,494,10,98,113
2,446,256,29,62,56
34,1246,121,11,111,223
25,388,262,58,216,96
1,422,313,91,116,47
55,714,223,99,438,191
9,372,665,60,10,76
48,632,235,59,55,25
45,332,365,150,60,61
32,810,252,101,77,83
1,529,493,67,81,130
2,407,374,54,65,6
13,627,440,62,36,207
63,551,198,94,170,19
45,384,339,55,120,25
52,774,623,3,172,89
21,695,303,18,161,27
55,392,382,62,56,44
41,539,312,58,282,61
9,715,461,52,42,60
23,412,499,18,283,48
32,1618,346,137,60,101
54,589,233,61,109,53
13,452,310,139,28,112
12,1050,480,53,111,48
64,300,296,50,7,56
59,689,386,59,188,14
19,573,348,1,31,60
15,626,484,16,60,51
56,490,514,139,35,72
12,839,419,167,73,55
18,667,266,86,17,35
15,415,197,43,120,48
60,419,401,51,28,120
20,434,426,58,8,30
37,430,258,31,33,15
56,620,745,126,56,33
19,495,399,37,340,78
11,563,371,8,174,56
58,662,432,38,80,114
5,270,439,28,20,327
33,1130,386,136,58,56
8,331,654,173,250,10
54,212,291,21,33,65
59,542,349,61,187,85
45,542,267,47,83,322
13,582,424,7,69,316
57,577,261,13,157,127
55,475,310,62,98,59
58,941,591,10,29,14
42,321,459,56,59,43
26,623,330,20,113,60
15,479,431,143,245,43
35,458,459,59,110,63
16,799,584,147,48,38
64,462,225,158,12,22
61,712,567,157,53,25
53,884,851,9,8,56
65,498,279,36,141,68
3,909,400,42,15,49
21,370,471,93,70,74
40,873,606,98,105,60
20,1289,572,86,143,72
32,357,417,55,227,74
60,462,521,29,44,53
29,755,384,65,87,47
67,911,353,39,62,5
21,731,314,61,42,66
14,427,405,57,161,242
19,659,516,205,62,98
57,1011,336,194,87,3
54,984,433,2,697,109
47,647,656,65,155,56
57,708,476,52,54,13
16,478,321,31,52,38
54,806,336,7,69,77
17,704,401,81,66,162
59,357,362,94,22,130
54,468,389,111,15,46
22,545,590,139,65,104
55,589,331,108,62,112
16,716,446,14,49,59
13,422,420,75,133,55
13,638,445,20,46,33
19,812,299,72,57,16
5,680,448,11,56,106
25,405,661,64,68,94
51,497,428,24,11,37
19,417,352,13,189,56
54,436,318,66,229,43
29,712,343,9,32,1
8,636,502,56,150,85
56,535,119,91,144,103
52,619,415,62,53,58
62,376,406,43,109,83
2,634,405,20,90,180
21,341,327,35,55,31
1,526,406,6,33,25
49,926,615,163,108,54
24,842,464,35,223,16
56,488,510,7,104,19
70,254,352,7,16,40
24,573,405,62,48,18
11,391,217,1,11,95
54,532,384,68,35,86
57,491,400,60,22,10
22,472,403,13,56,81
8,945,659,42,171,58
53,545,489,71,13,65
41,716,356,28,53,35
23,458,353,56,131,116
30,419,441,31,53,137
10,550,343,68,24,2
23,936,628,6,102,62
2,861,436,63,118,89
5,330,297,27,114,100
57,681,338,55,174,17
4,648,420,60,162,28
1,1045,522,31,57,23
48,722,320,131,96,59
69,317,412,69,61,44
62,678,235,12,37,30
10,589,268,62,28,22
8,939,565,117,60,43
54,468,377,60,96,14
30,408,337,62,227,120
67,479,580,59,104,54
24,159,334,27,62,64
24,414,663,16,6,26
5,662,391,65,66,57
12,428,457,84,146,76
55,436,343,50,4,58
14,530,365,64,112,64
44,802,272,33,8,123
57,470,346,43,157,4
2,735,290,53,39,36
4,561,153,111,27,27
66,433,208,34,270,104
66,711,287,26,4,118
49,406,428,56,105,60
66,359,264,24,224,14
40,511,524,92,112,64
4,770,429,103,118,110
15,849,295,63,11,73
56,347,234,14,14,17
23,508,515,14,9,67
25,594,436,163,61,60
59,1177,191,187,60,58
14,640,529,60,60,37
19,556,483,125,59,207
51,551,419,53,33,58
32,715,255,1,81,100
25,498,232,31,296,223
61,844,326,46,162,18
35,375,242,17,175,1
3,552,294,4,22,25
17,387,241,65,116,50
51,720,330,130,87,65
64,500,263,2,84,16
30,822,374,35,153,164
13,501,466,6,111,55
71,674,348,158,45,112
70,860,433,44,52,42
59,891,361,197,39,81
5,904,535,18,70,11
20,687,372,27,24,279
31,618,756,42,57,16
13,377,392,29,162,124
1,426,479,97,259,24
41,520,397,22,40,22
22,807,444,3,4,11
12,951,482,116,287,112
53,489,623,10,41,58
1,1059,466,11,21,164
30,908,387,55,53,62
39,585,443,6,15,13
8,607,235,123,47,142
61,502,443,33,202,60
55,288,575,7,68,19
38,727,307,55,84,67
60,618,499,119,68,36
66,620,415,48,162,55
60,575,393,172,112,53
40,569,364,50,47,54
59,339,299,137,65,76
56,340,430,64,19,96
55,477,562,61,152,38
54,515,369,26,81,136
23,422,310,70,130,117
59,714,541,94,168,12
9,311,382,124,47,117
54,326,498,74,55,110
56,787,359,1,58,330
68,672,427,57,41,59
16,750,480,65,31,21
57,300,465,22,126,60
53,1012,504,108,109,18
13,322,317,171,1,5
47,512,191,69,46,62
52,885,214,55,202,147
10,487,713,55,26,66
53,697,433,163,62,61
9,950,261,59,56,113
22,1219,263,2,104,125
30,888,384,159,62,55
69,397,442,10,19,1
10,471,360,58,98,54
66,400,324,22,86,53
55,682,381,156,10,55
